localidad,nom_loc,nom_dpto,nom_prov,nom_pais,dpto_partido,provincia,pais
1,LA INTERMEDIA,Capital Federal,Capital Federal,Argentina,5402000,5402,54
2,DON TORCUATO,La Plata,Buenos Aires,Argentina,5406441,5406,54
3,KM 45 (PTE. DERQUI),Vicente López,Buenos Aires,Argentina,5406861,5406,54
4,BARTOLOME MITRE,Vicente López,Buenos Aires,Argentina,5406861,5406,54
5,BORGES,Vicente López,Buenos Aires,Argentina,5406861,5406,54
6,MARTINEZ,Vicente López,Buenos Aires,Argentina,5406861,5406,54
7,KM 30,Indeterminado,Buenos Aires,Argentina,5406998,5406,54
8,ADOLFO SOURDEAUX,Vicente López,Buenos Aires,Argentina,5406861,5406,54
9,ING. PABLO NOGUES,Vicente López,Buenos Aires,Argentina,5406861,5406,54
10,LOS POLVORINES,Vicente López,Buenos Aires,Argentina,5406861,5406,54
11,BARRIO EL JAGUEL,Indeterminado,Buenos Aires,Argentina,5406998,5406,54
12,BARRIO EL LUCERO,Indeterminado,Buenos Aires,Argentina,5406998,5406,54
13,BARRIO PARQUE ALVEAR,Indeterminado,Buenos Aires,Argentina,5406998,5406,54
14,VILLA DE MAYO,San Isidro,Buenos Aires,Argentina,5406756,5406,54
15,GRAND BOURG,San Isidro,Buenos Aires,Argentina,5406756,5406,54
16,BARRIO LOS TRONCOS DEL TALAR,San Isidro,Buenos Aires,Argentina,5406756,5406,54
17,BARRIO QUESADA PACHECO,Indeterminado,Buenos Aires,Argentina,5406998,5406,54
18,BARRIO SAN JORGE (LOS POLVORINES-PDO. GRAL. SARMIENTO),Indeterminado,Buenos Aires,Argentina,5406998,5406,54
19,GENERAL PACHECO,Tigre,Buenos Aires,Argentina,5406805,5406,54
20,BARRIO VILLA MAGDALENA,Indeterminado,Buenos Aires,Argentina,5406998,5406,54
21,EL SOL,Indeterminado,Buenos Aires,Argentina,5406998,5406,54
22,BARRIO 9 DE JULIO,Tigre,Buenos Aires,Argentina,5406805,5406,54
23,EL TALAR,Malvinas Argentinas,Buenos Aires,Argentina,5406515,5406,54
24,GUADALUPE,Indeterminado,Buenos Aires,Argentina,5406998,5406,54
25,KM 34 (ING. PABLO NOGUES),Indeterminado,Buenos Aires,Argentina,5406998,5406,54
26,BARRIO DEVOTO,Indeterminado,Buenos Aires,Argentina,5406998,5406,54
27,Kyzyl,Malvinas Argentinas,Buenos Aires,Argentina,5406515,5406,54
28,BARRIO SANTA LUCIA,Indeterminado,Buenos Aires,Argentina,5406998,5406,54
29,KM 36 (GRAND BOURG),Indeterminado,Buenos Aires,Argentina,5406998,5406,54
30,KM 38 (PDO. GRAL. SARMIENTO),Indeterminado,Buenos Aires,Argentina,5406998,5406,54
31,ALTO DEL TALAR,Indeterminado,Buenos Aires,Argentina,5406998,5406,54
32,BARRIO EL BOYERO,Indeterminado,Buenos Aires,Argentina,5406998,5406,54
33,BARRIO EL EMBRUJO,Indeterminado,Buenos Aires,Argentina,5406998,5406,54
34,GARIN,Malvinas Argentinas,Buenos Aires,Argentina,5406515,5406,54
35,BARRIO EL PEREJIL,Indeterminado,Buenos Aires,Argentina,5406998,5406,54
36,RUTA 26 KILOMETRO 48,Malvinas Argentinas,Buenos Aires,Argentina,5406515,5406,54
37,BARRIO FRINO,General San Martín,Buenos Aires,Argentina,5406371,5406,54
38,RUTA 26 MAQUINISTA FRANCISCO SAVIO,Malvinas Argentinas,Buenos Aires,Argentina,5406515,5406,54
39,BARRIO EL ZORZAL,Indeterminado,Buenos Aires,Argentina,5406998,5406,54
40,BELEN DE ESCOBAR,Ituzaingó,Buenos Aires,Argentina,5406410,5406,54
41,BARRIO ENRIQUE DELFINO,Indeterminado,Buenos Aires,Argentina,5406998,5406,54
42,MAQUINISTA FRANCISCO SAVIO,Malvinas Argentinas,Buenos Aires,Argentina,5406515,5406,54
43,BARRIO FERRINI,Indeterminado,Buenos Aires,Argentina,5406998,5406,54
44,BARRIO RESIDENCIAL ESTANCIA GENERAL PACHECO,Indeterminado,Buenos Aires,Argentina,5406998,5406,54
45,BARRIO RICARDO ROJAS (GENERAL PACHECO-PDO. TIGRE),Indeterminado,Buenos Aires,Argentina,5406998,5406,54
46,BARRIO RODRIGUEZ,Indeterminado,Buenos Aires,Argentina,5406998,5406,54
47,BARRIO TRONCOS DEL TALAR,Indeterminado,Buenos Aires,Argentina,5406998,5406,54
48,DOCTOR RICARDO ROJAS,Indeterminado,Buenos Aires,Argentina,5406998,5406,54
49,KM 31 (APEADERO FCGM),Tigre,Buenos Aires,Argentina,5406805,5406,54
50,PARQUE SAN LORENZO,Indeterminado,Buenos Aires,Argentina,5406998,5406,54
51,VILLA LAS TUNAS,Indeterminado,Buenos Aires,Argentina,5406998,5406,54
52,MIGUELETE,Tigre,Buenos Aires,Argentina,5406805,5406,54
53,BARRIO BELIERA,Indeterminado,Buenos Aires,Argentina,5406998,5406,54
54,BARRIO KM. 48,Tigre,Buenos Aires,Argentina,5406805,5406,54
55,PUNTA DE CANAL (APEADERO FCGM),Indeterminado,Buenos Aires,Argentina,5406998,5406,54
56,RINCON DEL CAZADOR,Indeterminado,Buenos Aires,Argentina,5406998,5406,54
57,KM 61 (APEADERO FCGB),Indeterminado,Buenos Aires,Argentina,5406998,5406,54
58,BARRIO GARIN NORTE,Tigre,Buenos Aires,Argentina,5406805,5406,54
59,EMPALME,Indeterminado,Buenos Aires,Argentina,5406998,5406,54
60,BARRIO ALTOS DE JOSE C. PAZ,Tigre,Buenos Aires,Argentina,5406805,5406,54
61,BARRIO VILLA PRIMAVERA,Indeterminado,Buenos Aires,Argentina,5406998,5406,54
62,BARRIO BOATING CLUB,Indeterminado,Buenos Aires,Argentina,5406998,5406,54
63,BARRIO PARQUE LAMBARE,Tigre,Buenos Aires,Argentina,5406805,5406,54
64,MONTE VIEJO,Indeterminado,Buenos Aires,Argentina,5406998,5406,54
65,DOCTOR ALBERT SCHWEITZER (PARADA FCGM),Indeterminado,Buenos Aires,Argentina,5406998,5406,54
66,BARRIO SAN ROQUE,Indeterminado,Buenos Aires,Argentina,5406998,5406,54
67,DIQUE LUJAN,Escobar,Buenos Aires,Argentina,5406252,5406,54
68,INGENIERO MASCHWITZ,Escobar,Buenos Aires,Argentina,5406252,5406,54
69,LA GRACIELITA,Escobar,Buenos Aires,Argentina,5406252,5406,54
70,ARROYO CANELON,Escobar,Buenos Aires,Argentina,5406252,5406,54
71,VICTORIA,Tigre,Buenos Aires,Argentina,5406805,5406,54
72,ARROYO LAS ROSAS (ESCOBAR),Escobar,Buenos Aires,Argentina,5406252,5406,54
73,BELEN DE ESCOBAR,Escobar,Buenos Aires,Argentina,5406252,5406,54
74,CAMPOMAR (VIÑEDO),Tigre,Buenos Aires,Argentina,5406805,5406,54
75,LOMA VERDE,Escobar,Buenos Aires,Argentina,5406252,5406,54
76,PUERTO DE ESCOBAR,Escobar,Buenos Aires,Argentina,5406252,5406,54
77,ARROYO EL TORO,Indeterminado,Buenos Aires,Argentina,5406998,5406,54
78,VILLA LA CHECHELA,Escobar,Buenos Aires,Argentina,5406252,5406,54
79,VILLA VALLIER,Escobar,Buenos Aires,Argentina,5406252,5406,54
80,MATHEU,Escobar,Buenos Aires,Argentina,5406252,5406,54
81,ZELAYA,Escobar,Buenos Aires,Argentina,5406252,5406,54
82,COLONIA JUAN COUSTE,Escobar,Buenos Aires,Argentina,5406252,5406,54
83,ALMIRANTE IRIZAR,Escobar,Buenos Aires,Argentina,5406252,5406,54
84,BARRIO SAN ALEJO,Escobar,Buenos Aires,Argentina,5406252,5406,54
85,ARROYO SARANDI,Indeterminado,Buenos Aires,Argentina,5406998,5406,54
86,ESTABLECIMIENTO SAN MIGUEL,Escobar,Buenos Aires,Argentina,5406252,5406,54
87,MANZANARES,Escobar,Buenos Aires,Argentina,5406252,5406,54
88,PILAR,Escobar,Buenos Aires,Argentina,5406252,5406,54
89,VILLA AGUEDA,Pilar,Buenos Aires,Argentina,5406637,5406,54
90,VILLA BUIDE,Pilar,Buenos Aires,Argentina,5406637,5406,54
91,VILLA SANTA MARIA,Pilar,Buenos Aires,Argentina,5406637,5406,54
92,VILLA VERDE,Pilar,Buenos Aires,Argentina,5406637,5406,54
93,ARROYO TOLEDITO,Indeterminado,Buenos Aires,Argentina,5406998,5406,54
94,FATIMA,Pilar,Buenos Aires,Argentina,5406637,5406,54
95,MANZONE,Pilar,Buenos Aires,Argentina,5406637,5406,54
96,VILLA ASTOLFI,Pilar,Buenos Aires,Argentina,5406637,5406,54
97,PRESIDENTE DERQUI,Pilar,Buenos Aires,Argentina,5406637,5406,54
98,TORO,Pilar,Buenos Aires,Argentina,5406637,5406,54
99,LA LUCILA,Pilar,Buenos Aires,Argentina,5406637,5406,54
100,BARRIO SAN JORGE (SAN FERNANDO),Pilar,Buenos Aires,Argentina,5406637,5406,54
101,RIO PARANA GUAZU,Indeterminado,Buenos Aires,Argentina,5406998,5406,54
102,OLIVOS,Pilar,Buenos Aires,Argentina,5406637,5406,54
103,VICENTE LOPEZ,Pilar,Buenos Aires,Argentina,5406637,5406,54
104,ACASSUSO,Pilar,Buenos Aires,Argentina,5406637,5406,54
105,VILLA DEL CARMEN,Pilar,Buenos Aires,Argentina,5406637,5406,54
106,SAN ISIDRO,Pilar,Buenos Aires,Argentina,5406637,5406,54
107,BECCAR,Pilar,Buenos Aires,Argentina,5406637,5406,54
108,NUEVO PUERTO TIGRE,Vicente López,Buenos Aires,Argentina,5406861,5406,54
109,TIGRE,Vicente López,Buenos Aires,Argentina,5406861,5406,54
110,VIRREYES,Vicente López,Buenos Aires,Argentina,5406861,5406,54
111,RIO SAN ANTONIO,Vicente López,Buenos Aires,Argentina,5406861,5406,54
112,SAN ANDRES,Vicente López,Buenos Aires,Argentina,5406861,5406,54
113,VILLA BALLESTER,San Isidro,Buenos Aires,Argentina,5406756,5406,54
114,ARROYO ANDRESITO,Indeterminado,Buenos Aires,Argentina,5406998,5406,54
115,VILLA LA ÑATA,San Isidro,Buenos Aires,Argentina,5406756,5406,54
116,ARROYO ARROYON,Indeterminado,Buenos Aires,Argentina,5406998,5406,54
117,ARROYO BUENA VISTA,Indeterminado,Buenos Aires,Argentina,5406998,5406,54
118,BARRIO GENERAL PUEYRREDON,Indeterminado,Buenos Aires,Argentina,5406998,5406,54
119,JOSE LEON SUAREZ,San Isidro,Buenos Aires,Argentina,5406756,5406,54
120,PABLO PODESTA,San Isidro,Buenos Aires,Argentina,5406756,5406,54
121,ARROYO ARROYON DE FELICARIA,Indeterminado,Buenos Aires,Argentina,5406998,5406,54
122,SAN MARTIN,San Fernando,Buenos Aires,Argentina,5406749,5406,54
123,BILLINGHURST,San Fernando,Buenos Aires,Argentina,5406749,5406,54
124,SAN JUAN BAUTISTA,San Fernando,Buenos Aires,Argentina,5406749,5406,54
125,VILLA MAIPU,San Fernando,Buenos Aires,Argentina,5406749,5406,54
126,BELLA VISTA,San Fernando,Buenos Aires,Argentina,5406749,5406,54
127,ARROYO CORRENTOSO (GUTIERREZ),Indeterminado,Entre Rios,Argentina,5430998,5430,54
128,ARROYO DESAGUADERO DEL GUTIERREZ,Indeterminado,Entre Rios,Argentina,5430998,5430,54
129,ARROYO CARBONCITO,Gualeguaychú,Entre Rios,Argentina,5430056,5430,54
130,ARROYO MARTINEZ (SAN FERNANDO-DPTO. GUALEGUAYCHU),Indeterminado,Entre Rios,Argentina,5430998,5430,54
131,ARROYO CUZCO,Gualeguaychú,Entre Rios,Argentina,5430056,5430,54
132,ARROYO DE LA ROSA,Gualeguaychú,Entre Rios,Argentina,5430056,5430,54
133,ARROYO NEGRO (SAN FERNANDO-DPTO. GUALEGUAYCHU),Indeterminado,Entre Rios,Argentina,5430998,5430,54
134,ARROYO PERDIDO (CEIBO),Indeterminado,Entre Rios,Argentina,5430998,5430,54
135,ARROYO DESAGUADERO DEL SAUCE,Gualeguaychú,Entre Rios,Argentina,5430056,5430,54
136,ARROYO PERDIDO (MOSQUITO),Indeterminado,Entre Rios,Argentina,5430998,5430,54
137,CANAL AERO CLUB,Indeterminado,Entre Rios,Argentina,5430998,5430,54
138,ARROYO GUTIERREZ CHICO,Gualeguaychú,Entre Rios,Argentina,5430056,5430,54
139,ARROYO LA TINTA,Gualeguaychú,Entre Rios,Argentina,5430056,5430,54
140,CANAL LA CHILENA,Indeterminado,Entre Rios,Argentina,5430998,5430,54
141,ARROYO MALAMBO,Gualeguaychú,Entre Rios,Argentina,5430056,5430,54
142,ARROYO BALDOSAS,Indeterminado,Buenos Aires,Argentina,5406998,5406,54
143,ARROYO PACIENCIA CHICO,Gualeguaychú,Entre Rios,Argentina,5430056,5430,54
144,ARROYO PACIENCIA GRANDE,Gualeguaychú,Entre Rios,Argentina,5430056,5430,54
145,ARROYO PELADO,Gualeguaychú,Entre Rios,Argentina,5430056,5430,54
146,RIO GUTIERREZ,Indeterminado,Entre Rios,Argentina,5430998,5430,54
147,RIO PARANA BRAVO,Indeterminado,Entre Rios,Argentina,5430998,5430,54
148,ARROYO PIEDRAS,Gualeguaychú,Entre Rios,Argentina,5430056,5430,54
149,ARROYO SAGASTUME CHICO,Gualeguaychú,Entre Rios,Argentina,5430056,5430,54
150,ARROYO SAGASTUME GRANDE,Gualeguaychú,Entre Rios,Argentina,5430056,5430,54
151,RIO PARANACITO,Indeterminado,Entre Rios,Argentina,5430998,5430,54
152,ZANJA LA CHILENA,Indeterminado,Entre Rios,Argentina,5430998,5430,54
153,ARROYO SANTOS CHICO,Gualeguaychú,Entre Rios,Argentina,5430056,5430,54
154,ARROYO SANTOS GRANDE,Gualeguaychú,Entre Rios,Argentina,5430056,5430,54
155,ARROYO TIROLES,Islas del Ibicuy,Entre Rios,Argentina,5430063,5430,54
156,BRAVO GUTIERREZ,Gualeguaychú,Entre Rios,Argentina,5430056,5430,54
157,CANAL NUEVO,Gualeguaychú,Entre Rios,Argentina,5430056,5430,54
158,ARROYO BALTICO,Indeterminado,Buenos Aires,Argentina,5406998,5406,54
159,CANAL SAN MARTIN,Gualeguaychú,Entre Rios,Argentina,5430056,5430,54
160,ARROYO BANCO,Indeterminado,Buenos Aires,Argentina,5406998,5406,54
161,ARROYO BICHO FEO,Gualeguaychú,Entre Rios,Argentina,5430056,5430,54
162,ISLAS LECHIGUANAS,Islas del Ibicuy,Entre Rios,Argentina,5430063,5430,54
163,ARROYO LOBOS (DPTO. GUALEGUAYCHU),Indeterminado,Entre Rios,Argentina,5430998,5430,54
164,CHARIGUE,Indeterminado,Entre Rios,Argentina,5430998,5430,54
165,ARROYO CEIBITO,Gualeguaychú,Entre Rios,Argentina,5430056,5430,54
166,ARROYO CUCHARAS,Gualeguaychú,Entre Rios,Argentina,5430056,5430,54
167,BARRIO BASAVILBASO,Indeterminado,Entre Rios,Argentina,5430998,5430,54
168,BARRIO FRANCO,Indeterminado,Entre Rios,Argentina,5430998,5430,54
169,ARROYO BOCA FALSA,Indeterminado,Buenos Aires,Argentina,5406998,5406,54
170,BARRIO NAZARET,Indeterminado,Entre Rios,Argentina,5430998,5430,54
171,BARRIO SANTA TERESITA,Indeterminado,Entre Rios,Argentina,5430998,5430,54
172,11 DE SEPTIEMBRE,Tigre,Buenos Aires,Argentina,5406805,5406,54
173,CIUDAD JARDIN EL LIBERTADOR,Tigre,Buenos Aires,Argentina,5406805,5406,54
174,LOMA HERMOSA,Tigre,Buenos Aires,Argentina,5406805,5406,54
175,ARROYO BORASSO,Indeterminado,Buenos Aires,Argentina,5406998,5406,54
176,ARROYO BORCHES,Indeterminado,Buenos Aires,Argentina,5406998,5406,54
177,ARROYO BUSTO,Indeterminado,Buenos Aires,Argentina,5406998,5406,54
178,ARROYO CAGUANE,Indeterminado,Buenos Aires,Argentina,5406998,5406,54
179,ARROYO CAMACHITO,Indeterminado,Buenos Aires,Argentina,5406998,5406,54
180,ARROYO CAMACHO,Indeterminado,Buenos Aires,Argentina,5406998,5406,54
181,ARROYO GARCETE,Gualeguaychú,Entre Rios,Argentina,5430056,5430,54
182,ARROYO CANALETON,Indeterminado,Buenos Aires,Argentina,5406998,5406,54
183,ARROYO CANCHA LARGA,Indeterminado,Buenos Aires,Argentina,5406998,5406,54
184,ARROYO CANELONES,Indeterminado,Buenos Aires,Argentina,5406998,5406,54
185,ARROYO CAPITAN CHICO,Indeterminado,Buenos Aires,Argentina,5406998,5406,54
186,ARROYO CAPITANCITO,Indeterminado,Buenos Aires,Argentina,5406998,5406,54
187,ARROYO CARABALLO,Indeterminado,Buenos Aires,Argentina,5406998,5406,54
188,ARROYO CARABELAS,Indeterminado,Buenos Aires,Argentina,5406998,5406,54
189,ARROYO CARACOLES,Indeterminado,Buenos Aires,Argentina,5406998,5406,54
190,ARROYO CARAGUATA,Indeterminado,Buenos Aires,Argentina,5406998,5406,54
191,ARROYO CARANCHO,Indeterminado,Buenos Aires,Argentina,5406998,5406,54
192,ARROYO CARAPUATI,Indeterminado,Buenos Aires,Argentina,5406998,5406,54
193,ARROYO CARLOS M. NOEL,Indeterminado,Buenos Aires,Argentina,5406998,5406,54
194,ARROYO CARNICERO,Indeterminado,Buenos Aires,Argentina,5406998,5406,54
195,ARROYO CARPINCHO (PDO. SAN FERNANDO),Indeterminado,Buenos Aires,Argentina,5406998,5406,54
196,ARROYO CHANA,Indeterminado,Buenos Aires,Argentina,5406998,5406,54
197,ARROYO CHANACILIO,Indeterminado,Buenos Aires,Argentina,5406998,5406,54
198,ARROYO CHANACITO,Indeterminado,Buenos Aires,Argentina,5406998,5406,54
199,ARROYO CHILENO,Indeterminado,Buenos Aires,Argentina,5406998,5406,54
200,ARROYO CHIQUERITO,Indeterminado,Buenos Aires,Argentina,5406998,5406,54
201,ARROYO CHIQUERO,Indeterminado,Buenos Aires,Argentina,5406998,5406,54
202,ARROYO CHIVICO,Indeterminado,Buenos Aires,Argentina,5406998,5406,54
203,ARROYO CHURRASCO,Indeterminado,Buenos Aires,Argentina,5406998,5406,54
204,ARROYO LARA,Gualeguaychú,Entre Rios,Argentina,5430056,5430,54
205,ARROYO CIEGO,Indeterminado,Buenos Aires,Argentina,5406998,5406,54
206,ARROYO CIEGO DEL ESTUDIANTE,Indeterminado,Buenos Aires,Argentina,5406998,5406,54
207,ARROYO CIEGUITO,Indeterminado,Buenos Aires,Argentina,5406998,5406,54
208,ARROYO CIERVO,Indeterminado,Buenos Aires,Argentina,5406998,5406,54
209,ARROYO CONCEPCION,Indeterminado,Buenos Aires,Argentina,5406998,5406,54
210,ARROYO CONFITERITO PALMAS,Indeterminado,Buenos Aires,Argentina,5406998,5406,54
211,ARROYO CONFITERO,Indeterminado,Buenos Aires,Argentina,5406998,5406,54
212,ARROYO CORREA,Indeterminado,Buenos Aires,Argentina,5406998,5406,54
213,ARROYO CORRENTINO,Indeterminado,Buenos Aires,Argentina,5406998,5406,54
214,ARROYO CORRENTOSO (BARCA GRANDE),Indeterminado,Buenos Aires,Argentina,5406998,5406,54
215,ARROYO CORTO (TIGRE-PDO. CAMPANA),Indeterminado,Buenos Aires,Argentina,5406998,5406,54
216,ARROYO CRUCES,Indeterminado,Buenos Aires,Argentina,5406998,5406,54
217,ARROYO CRUZ COLORADA,Indeterminado,Buenos Aires,Argentina,5406998,5406,54
218,ARROYO CRUZ DEL CAMBADO,Indeterminado,Buenos Aires,Argentina,5406998,5406,54
219,ARROYO CRUZ DEL SAUCE,Indeterminado,Buenos Aires,Argentina,5406998,5406,54
220,ARROYO CUARENTA,Indeterminado,Buenos Aires,Argentina,5406998,5406,54
221,ARROYO CUEVAS MALAS,Indeterminado,Buenos Aires,Argentina,5406998,5406,54
222,ARROYO CURUBICA,Indeterminado,Buenos Aires,Argentina,5406998,5406,54
223,ARROYO DE LAS GAVIOTAS,Indeterminado,Buenos Aires,Argentina,5406998,5406,54
224,ARROYO DE LOS NOGALES,Indeterminado,Buenos Aires,Argentina,5406998,5406,54
225,ARROYO DE LOS TIGRES,Indeterminado,Buenos Aires,Argentina,5406998,5406,54
226,ARROYO DEL CANAL,Indeterminado,Buenos Aires,Argentina,5406998,5406,54
227,ARROYO DEL POBRE,Indeterminado,Buenos Aires,Argentina,5406998,5406,54
228,ARROYO DENTUDO,Indeterminado,Buenos Aires,Argentina,5406998,5406,54
229,ARROYO LAS ANIMAS,Gualeguaychú,Entre Rios,Argentina,5430056,5430,54
230,ARROYO DESAGUADERO DE BORCHES,Indeterminado,Buenos Aires,Argentina,5406998,5406,54
231,ARROYO DESAGUADERO DEL SAUCE,Indeterminado,Buenos Aires,Argentina,5406998,5406,54
232,ARROYO DESENGAÑO,Indeterminado,Buenos Aires,Argentina,5406998,5406,54
233,ARROYO DIABLO,Indeterminado,Buenos Aires,Argentina,5406998,5406,54
234,ARROYO DOMINGUITO,Indeterminado,Buenos Aires,Argentina,5406998,5406,54
235,ARROYO DORADO,Indeterminado,Buenos Aires,Argentina,5406998,5406,54
236,ARROYO DOS PUNTAS,Indeterminado,Buenos Aires,Argentina,5406998,5406,54
237,ARROYO DURAZNITO,Indeterminado,Buenos Aires,Argentina,5406998,5406,54
238,ARROYO DURAZNO,Indeterminado,Buenos Aires,Argentina,5406998,5406,54
239,ARROYO EDUARDO,Indeterminado,Buenos Aires,Argentina,5406998,5406,54
240,ARROYO EL CAZADOR,Indeterminado,Buenos Aires,Argentina,5406998,5406,54
241,ARROYO EL NEGRO,Indeterminado,Buenos Aires,Argentina,5406998,5406,54
242,ARROYO EL PLATA,Indeterminado,Buenos Aires,Argentina,5406998,5406,54
243,ARROYO EL RODEO,Indeterminado,Buenos Aires,Argentina,5406998,5406,54
244,ARROYO ESPADAÑA,Indeterminado,Buenos Aires,Argentina,5406998,5406,54
245,ARROYO ESPERA,Indeterminado,Buenos Aires,Argentina,5406998,5406,54
246,ARROYO ESPERA GRANDE,Indeterminado,Buenos Aires,Argentina,5406998,5406,54
247,ARROYO ESPERITA,Indeterminado,Buenos Aires,Argentina,5406998,5406,54
248,ARROYO ESTUDIANTE,Indeterminado,Buenos Aires,Argentina,5406998,5406,54
249,ARROYO ESTUDIANTE CHICO,Indeterminado,Buenos Aires,Argentina,5406998,5406,54
250,ARROYO FELICARIA,Indeterminado,Buenos Aires,Argentina,5406998,5406,54
251,ARROYO FELIPE,Indeterminado,Buenos Aires,Argentina,5406998,5406,54
252,ARROYO FELIX,Indeterminado,Buenos Aires,Argentina,5406998,5406,54
253,ARROYO FERMIN,Indeterminado,Buenos Aires,Argentina,5406998,5406,54
254,ARROYO FFREDES,Indeterminado,Buenos Aires,Argentina,5406998,5406,54
255,ARROYO FONTANA,Indeterminado,Buenos Aires,Argentina,5406998,5406,54
256,ARROYO FRANCISCO,Indeterminado,Buenos Aires,Argentina,5406998,5406,54
257,ARROYO FULMINANTE,Indeterminado,Buenos Aires,Argentina,5406998,5406,54
258,ARROYO GALLITO,Indeterminado,Buenos Aires,Argentina,5406998,5406,54
259,ARROYO GALLO FIAMBRE,Indeterminado,Buenos Aires,Argentina,5406998,5406,54
260,ARROYO GALPON,Indeterminado,Buenos Aires,Argentina,5406998,5406,54
261,ARROYO GAMBADO,Indeterminado,Buenos Aires,Argentina,5406998,5406,54
262,ARROYO GAVIOTAS,Indeterminado,Buenos Aires,Argentina,5406998,5406,54
263,ARROYO GELVEZ,Indeterminado,Buenos Aires,Argentina,5406998,5406,54
264,ARROYO GLORIETA,Indeterminado,Buenos Aires,Argentina,5406998,5406,54
265,CANAL A,Indeterminado,Buenos Aires,Argentina,5406998,5406,54
266,ARROYO GRANDE (TIGRE-PDO. SAN FERNANDO),Indeterminado,Buenos Aires,Argentina,5406998,5406,54
267,ARROYO GUAYRACA,Indeterminado,Buenos Aires,Argentina,5406998,5406,54
268,ARROYO GUAZU NAMBI,Indeterminado,Buenos Aires,Argentina,5406998,5406,54
269,ARROYO GUAZUCITO,Indeterminado,Buenos Aires,Argentina,5406998,5406,54
270,ARROYO LLORONES,Gualeguaychú,Entre Rios,Argentina,5430056,5430,54
271,ARROYO GUTIERREZ,Indeterminado,Buenos Aires,Argentina,5406998,5406,54
272,ARROYO HERMANA GRANDE,Indeterminado,Buenos Aires,Argentina,5406998,5406,54
273,ARROYO HERMANA PRIMERA,Indeterminado,Buenos Aires,Argentina,5406998,5406,54
274,ARROYO IDAHONE,Indeterminado,Buenos Aires,Argentina,5406998,5406,54
275,ARROYO INCA,Indeterminado,Buenos Aires,Argentina,5406998,5406,54
276,ARROYO LA BARQUITA,Indeterminado,Buenos Aires,Argentina,5406998,5406,54
277,ARROYO LA CASILLA,Indeterminado,Buenos Aires,Argentina,5406998,5406,54
278,ARROYO LA CASTILLA,Indeterminado,Buenos Aires,Argentina,5406998,5406,54
279,ARROYO LA GLORIETA,Indeterminado,Buenos Aires,Argentina,5406998,5406,54
280,ARROYO LA HORCA,Indeterminado,Buenos Aires,Argentina,5406998,5406,54
281,ARROYO LA LINDA,Indeterminado,Buenos Aires,Argentina,5406998,5406,54
282,ARROYO LA NEGRA,Indeterminado,Buenos Aires,Argentina,5406998,5406,54
283,ARROYO LA RAYA,Indeterminado,Buenos Aires,Argentina,5406998,5406,54
284,ARROYO LAGUNA,Indeterminado,Buenos Aires,Argentina,5406998,5406,54
285,ARROYO LAGUNA GRANDE,Indeterminado,Buenos Aires,Argentina,5406998,5406,54
286,ARROYO LARGO,Indeterminado,Buenos Aires,Argentina,5406998,5406,54
287,ARROYO LAS BALDOSAS,Indeterminado,Buenos Aires,Argentina,5406998,5406,54
288,ARROYO LAS BOGAS,Indeterminado,Buenos Aires,Argentina,5406998,5406,54
289,ARROYO LAS CAÑAS,Indeterminado,Buenos Aires,Argentina,5406998,5406,54
290,ARROYO LAS CASAS,Indeterminado,Buenos Aires,Argentina,5406998,5406,54
291,ARROYO LAS NACIONES,Indeterminado,Buenos Aires,Argentina,5406998,5406,54
292,ARROYO LAS PIEDRAS,Indeterminado,Buenos Aires,Argentina,5406998,5406,54
293,ARROYO LAS ROSAS (TIGRE-PDO. TIGRE),Indeterminado,Buenos Aires,Argentina,5406998,5406,54
294,ARROYO MANZANO,Gualeguaychú,Entre Rios,Argentina,5430056,5430,54
295,ARROYO LAS VIBORAS,Indeterminado,Buenos Aires,Argentina,5406998,5406,54
296,ARROYO MERLO,Gualeguaychú,Entre Rios,Argentina,5430056,5430,54
297,ARROYO LAS VIUDAS,Indeterminado,Buenos Aires,Argentina,5406998,5406,54
298,ARROYO LAZARO,Indeterminado,Buenos Aires,Argentina,5406998,5406,54
299,ARROYO LEIVA,Indeterminado,Buenos Aires,Argentina,5406998,5406,54
300,ARROYO LIMA,Indeterminado,Buenos Aires,Argentina,5406998,5406,54
301,ARROYO LOS GRILLOS,Indeterminado,Buenos Aires,Argentina,5406998,5406,54
302,ARROYO LOS LOBOS (PDO. SAN FERNANDO),Indeterminado,Buenos Aires,Argentina,5406998,5406,54
303,ARROYO LOS NEGROS,Indeterminado,Buenos Aires,Argentina,5406998,5406,54
304,ARROYO MACHADO,Indeterminado,Buenos Aires,Argentina,5406998,5406,54
305,ARROYO MALO,Indeterminado,Buenos Aires,Argentina,5406998,5406,54
306,ARROYO MALVINAS,Indeterminado,Buenos Aires,Argentina,5406998,5406,54
307,ARROYO MANZANO DE LA BARCA,Indeterminado,Buenos Aires,Argentina,5406998,5406,54
308,ARROYO MANZANO DE MEDINA,Indeterminado,Buenos Aires,Argentina,5406998,5406,54
309,ARROYO MOSQUITO,Gualeguaychú,Entre Rios,Argentina,5430056,5430,54
310,BARRIO VILLA MARIA,Indeterminado,Entre Rios,Argentina,5430998,5430,54
311,ARROYO MARTINEZ (TIGRE-PDO. TIGRE),Indeterminado,Buenos Aires,Argentina,5406998,5406,54
312,ARROYO MEDINA,Indeterminado,Buenos Aires,Argentina,5406998,5406,54
