localidad,nom_loc,nom_dpto,nom_prov,nom_pais,dpto_partido,provincia,pais
1238,LOS MERINOS,Ensenada,Buenos Aires,Argentina,5406245,5406,54
1239,BARRIO GENERAL MANUEL BELGRANO,Indeterminado,Buenos Aires,Argentina,5406998,5406,54
1240,GOBERNADOR OBLIGADO,Ensenada,Buenos Aires,Argentina,5406245,5406,54
1241,KM 70 (APEADERO FCGB),Brandsen,Buenos Aires,Argentina,5406119,5406,54
1242,LOMA VERDE,Brandsen,Buenos Aires,Argentina,5406119,5406,54
1243,OLIDEN,Brandsen,Buenos Aires,Argentina,5406119,5406,54
1244,GOMEZ,Brandsen,Buenos Aires,Argentina,5406119,5406,54
1245,GOMEZ DE LA VEGA,General Paz,Buenos Aires,Argentina,5406343,5406,54
1246,LOS INDIOS,Brandsen,Buenos Aires,Argentina,5406119,5406,54
1247,DOMSELAAR,Brandsen,Buenos Aires,Argentina,5406119,5406,54
1248,BARRIO JOSE HERNANDEZ,Indeterminado,Buenos Aires,Argentina,5406998,5406,54
1249,BARRIO MALVINAS ARGENTINAS,Indeterminado,Buenos Aires,Argentina,5406998,5406,54
1250,ALTAMIRANO,General Paz,Buenos Aires,Argentina,5406343,5406,54
1251,HOSPITAL SANATORIO DE LLANURA,General Paz,Buenos Aires,Argentina,5406343,5406,54
1252,JEPPENER,General Paz,Buenos Aires,Argentina,5406343,5406,54
1253,SOL DE MAYO,General Paz,Buenos Aires,Argentina,5406343,5406,54
1254,ALEGRE,Brandsen,Buenos Aires,Argentina,5406119,5406,54
1255,CANCHA DEL POLLO,Brandsen,Buenos Aires,Argentina,5406119,5406,54
1256,ESPARTILLAR (GRAL. PAZ),Brandsen,Buenos Aires,Argentina,5406119,5406,54
1257,RANCHOS,San Vicente,Buenos Aires,Argentina,5406777,5406,54
1258,VILLA OTERO,Indeterminado,Buenos Aires,Argentina,5406998,5406,54
1259,BARRIO TROCHA,Brandsen,Buenos Aires,Argentina,5406119,5406,54
1260,CAMPO BUENA VISTA,Brandsen,Buenos Aires,Argentina,5406119,5406,54
1261,COLONIA SAN FERMIN,Indeterminado,Buenos Aires,Argentina,5406998,5406,54
1262,CHACRA EXPERIMENTAL,General Paz,Buenos Aires,Argentina,5406343,5406,54
1263,FRANCISCO AYERZA,General Paz,Buenos Aires,Argentina,5406343,5406,54
1264,KM 36 (EMBARCADERO FCGM) (ROJAS-PDO. ROJAS),Indeterminado,Buenos Aires,Argentina,5406998,5406,54
1265,LA CORA,General Paz,Buenos Aires,Argentina,5406343,5406,54
1266,LA MARGARITA (EL SOCORRO),General Paz,Buenos Aires,Argentina,5406343,5406,54
1267,PERGAMINO,General Paz,Buenos Aires,Argentina,5406343,5406,54
1268,BARRIO TABLADA,Indeterminado,Santa Fe,Argentina,5482998,5482,54
1269,TALLERES (PARADA FCGM),Indeterminado,Santa Fe,Argentina,5482998,5482,54
1270,VILLA LYLY TALLERES (GORTON),Indeterminado,Santa Fe,Argentina,5482998,5482,54
1271,BARRIO TALLERES,Indeterminado,Santa Fe,Argentina,5482998,5482,54
1272,ALBARELLOS,Rosario,Santa Fe,Argentina,5482084,5482,54
1273,MONTE FLORES,Rosario,Santa Fe,Argentina,5482084,5482,54
1274,ARROYO LA PACIENCIA,Victoria,Entre Rios,Argentina,5430105,5430,54
1275,KM 311 (APEADERO FCGU) (GUALEGUAYCHU-DPTO. GUALEGUAYCHU),Indeterminado,Entre Rios,Argentina,5430998,5430,54
1276,VILLA AMELIA,Rosario,Santa Fe,Argentina,5482084,5482,54
1277,COLONIA ESCRIBANO,Rosario,Santa Fe,Argentina,5482084,5482,54
1278,CORONEL BOGADO (EX PUEBLO NAVARRO),Rosario,Santa Fe,Argentina,5482084,5482,54
1279,CAMPO VALDEZ,Indeterminado,Santa Fe,Argentina,5482998,5482,54
1280,STEPHENSON,Rosario,Santa Fe,Argentina,5482084,5482,54
1281,CEPEDA,Rosario,Santa Fe,Argentina,5482084,5482,54
1282,SAN BERNARDO,Constitución,Santa Fe,Argentina,5482028,5482,54
1283,COLONIA URANGA,Indeterminado,Santa Fe,Argentina,5482998,5482,54
1284,ESTACION BERNARDO DE IRIGOYEN,Indeterminado,Santa Fe,Argentina,5482998,5482,54
1285,EL CARAMELO,Constitución,Santa Fe,Argentina,5482028,5482,54
1286,LA VANGUARDIA,Constitución,Santa Fe,Argentina,5482028,5482,54
1287,ESTANCIA LA MARIA,Constitución,Santa Fe,Argentina,5482028,5482,54
1288,PUEBLO IRIGOYEN,Rosario,Santa Fe,Argentina,5482084,5482,54
1289,LOS MUCHACHOS,Rosario,Santa Fe,Argentina,5482084,5482,54
1290,LA CAROLINA,Rosario,Santa Fe,Argentina,5482084,5482,54
1291,Ishimbay,Rosario,Santa Fe,Argentina,5482084,5482,54
1292,Tuymazy,Rosario,Santa Fe,Argentina,5482084,5482,54
1293,FRANCISCO PAZ,Constitución,Santa Fe,Argentina,5482028,5482,54
1294,SANTA TERESA,Constitución,Santa Fe,Argentina,5482028,5482,54
1295,URANGA,Rosario,Santa Fe,Argentina,5482084,5482,54
1296,ZAMPONI,Constitución,Santa Fe,Argentina,5482028,5482,54
1297,ALVAREZ,Rosario,Santa Fe,Argentina,5482084,5482,54
1298,ESTANCIA SAN ANTONIO,Rosario,Santa Fe,Argentina,5482084,5482,54
1299,SOLDINI,Rosario,Santa Fe,Argentina,5482084,5482,54
1300,ACEBAL,Rosario,Santa Fe,Argentina,5482084,5482,54
1301,CAMPO RUEDA,Rosario,Santa Fe,Argentina,5482084,5482,54
1302,CARMEN DEL SAUCE,Rosario,Santa Fe,Argentina,5482084,5482,54
1303,PAVON ARRIBA,Constitución,Santa Fe,Argentina,5482028,5482,54
1304,PEYRANO,Rosario,Santa Fe,Argentina,5482084,5482,54
1305,COLONIA VALDEZ,Constitución,Santa Fe,Argentina,5482028,5482,54
1306,LA CELIA,Constitución,Santa Fe,Argentina,5482028,5482,54
1307,LA OTHILA,Constitución,Santa Fe,Argentina,5482028,5482,54
1308,RODOLFO ALCORTA,Constitución,Santa Fe,Argentina,5482028,5482,54
1309,TENIENTE HIPOLITO BOUCHARD,Indeterminado,Santa Fe,Argentina,5482998,5482,54
1310,LOMA VERDE,Constitución,Santa Fe,Argentina,5482028,5482,54
1311,MAXIMO PAZ,Constitución,Santa Fe,Argentina,5482028,5482,54
1312,ALCORTA,Constitución,Santa Fe,Argentina,5482028,5482,54
1313,PIÑERO,Constitución,Santa Fe,Argentina,5482028,5482,54
1314,ARMINDA,Constitución,Santa Fe,Argentina,5482028,5482,54
1315,PUEBLO MUÑOZ,Constitución,Santa Fe,Argentina,5482028,5482,54
1316,ERASTO,Constitución,Santa Fe,Argentina,5482028,5482,54
1317,MAIZALES,Rosario,Santa Fe,Argentina,5482084,5482,54
1318,PEREZ,Rosario,Santa Fe,Argentina,5482084,5482,54
1319,SAN SEBASTIAN,Rosario,Santa Fe,Argentina,5482084,5482,54
1320,VILLA AMERICA,San Lorenzo,Santa Fe,Argentina,5482119,5482,54
1321,BENARD,Rosario,Santa Fe,Argentina,5482084,5482,54
1322,VEINTIDOS DE AGOSTO,Rosario,Santa Fe,Argentina,5482084,5482,54
1323,ZAVALLA,Rosario,Santa Fe,Argentina,5482084,5482,54
1324,CAMPO CALVO,Rosario,Santa Fe,Argentina,5482084,5482,54
1325,POSTA DE SAN MARTIN,Indeterminado,Santa Fe,Argentina,5482998,5482,54
1326,COLONIA CLODOMIRA,Rosario,Santa Fe,Argentina,5482084,5482,54
1327,AERO CLUB ROSARIO (APEADERO FCGM),Indeterminado,Santa Fe,Argentina,5482998,5482,54
1328,CORONEL ARNOLD,Rosario,Santa Fe,Argentina,5482084,5482,54
1329,FUENTES,San Lorenzo,Santa Fe,Argentina,5482119,5482,54
1330,VILLA PORUCCI,San Lorenzo,Santa Fe,Argentina,5482119,5482,54
1331,CORONEL AGUIRRE,San Lorenzo,Santa Fe,Argentina,5482119,5482,54
1332,CARCARAÑA,San Lorenzo,Santa Fe,Argentina,5482119,5482,54
1333,PUEBLO NUEVO,San Lorenzo,Santa Fe,Argentina,5482119,5482,54
1334,LUCIO V. LOPEZ,Rosario,Santa Fe,Argentina,5482084,5482,54
1335,GRANADERO B. BARGAS (APEADERO FCGM),Indeterminado,Santa Fe,Argentina,5482998,5482,54
1336,VILLA GOBERNADOR GALVEZ,Rosario,Santa Fe,Argentina,5482084,5482,54
1337,VILLA SAN DIEGO,9 de Julio,Santa Fe,Argentina,5482077,5482,54
1338,PUJATO,Rosario,Santa Fe,Argentina,5482084,5482,54
1339,ARIJON,Constitución,Santa Fe,Argentina,5482028,5482,54
1340,ALVEAR,Rosario,Santa Fe,Argentina,5482084,5482,54
1341,CAMINO MONTE FLORES,Rosario,Santa Fe,Argentina,5482084,5482,54
1342,CRESTA,Rosario,Santa Fe,Argentina,5482084,5482,54
1343,FIGHIERA,Rosario,Santa Fe,Argentina,5482084,5482,54
1344,GENERAL LAGOS,Rosario,Santa Fe,Argentina,5482084,5482,54
1345,LA LATA,Rosario,Santa Fe,Argentina,5482084,5482,54
1346,PUEBLO ESTHER,Rosario,Santa Fe,Argentina,5482084,5482,54
1347,ARROYO SECO,Rosario,Santa Fe,Argentina,5482084,5482,54
1348,FUNES,Rosario,Santa Fe,Argentina,5482084,5482,54
1349,LICEO AERONAUTICO MILITAR,Rosario,Santa Fe,Argentina,5482084,5482,54
1350,LINKS (PARADA),Indeterminado,Santa Fe,Argentina,5482998,5482,54
1351,SEMINO (DESVIO PARTICULAR FCGM),Indeterminado,Santa Fe,Argentina,5482998,5482,54
1352,ROLDAN,Rosario,Santa Fe,Argentina,5482084,5482,54
1353,FROILAN PALACIOS,Indeterminado,Santa Fe,Argentina,5482998,5482,54
1354,SAN GERONIMO,Rosario,Santa Fe,Argentina,5482084,5482,54
1355,VICENTE A. ECHEVARRIA,Indeterminado,Santa Fe,Argentina,5482998,5482,54
1356,SAN JERONIMO SUD,San Lorenzo,Santa Fe,Argentina,5482119,5482,54
1357,COLONIA EL CARMEN,San Lorenzo,Santa Fe,Argentina,5482119,5482,54
1358,CAMPO MEDINA,San Lorenzo,Santa Fe,Argentina,5482119,5482,54
1359,SANTA TERESA,San Lorenzo,Santa Fe,Argentina,5482119,5482,54
1360,IBARLUCEA,San Lorenzo,Santa Fe,Argentina,5482119,5482,54
1361,KM 323,Indeterminado,Santa Fe,Argentina,5482998,5482,54
1362,LA SALADA,Iriondo,Santa Fe,Argentina,5482056,5482,54
1363,BARRIO EL PARAISO,Indeterminado,Santa Fe,Argentina,5482998,5482,54
1364,LUIS PALACIOS,Rosario,Santa Fe,Argentina,5482084,5482,54
1365,ESTACION AERONAUTICA PAGANINI,Indeterminado,Santa Fe,Argentina,5482998,5482,54
1366,SALTO GRANDE,San Lorenzo,Santa Fe,Argentina,5482119,5482,54
1367,LOS LEONES,Iriondo,Santa Fe,Argentina,5482056,5482,54
1368,CAMPO HORQUESCO,San Lorenzo,Santa Fe,Argentina,5482119,5482,54
1369,COLONIA MEDICI,Iriondo,Santa Fe,Argentina,5482056,5482,54
1370,SAN GENARO,Iriondo,Santa Fe,Argentina,5482056,5482,54
1371,BARRIO SAN FERNANDO,Indeterminado,Santa Fe,Argentina,5482998,5482,54
1372,LARGUIA,Iriondo,Santa Fe,Argentina,5482056,5482,54
1373,TOTORAS,Iriondo,Santa Fe,Argentina,5482056,5482,54
1374,CLASON,Iriondo,Santa Fe,Argentina,5482056,5482,54
1375,SAN GENARO NORTE,Iriondo,Santa Fe,Argentina,5482056,5482,54
1376,VILLA BIOTA,Iriondo,Santa Fe,Argentina,5482056,5482,54
1377,BIGAND,Iriondo,Santa Fe,Argentina,5482056,5482,54
1378,VILA,San Jerónimo,Santa Fe,Argentina,5482105,5482,54
1379,CAMPO CASTRO,San Jerónimo,Santa Fe,Argentina,5482105,5482,54
1380,CENTENO,San Jerónimo,Santa Fe,Argentina,5482105,5482,54
1381,LAS BANDURRIAS,San Martín,Santa Fe,Argentina,5482126,5482,54
1382,PUEBLO NAVARRO,San Martín,Santa Fe,Argentina,5482126,5482,54
1383,VILLA GUASTALLA,San Jerónimo,Santa Fe,Argentina,5482105,5482,54
1384,GRANADERO BAIGORRIA,San Martín,Santa Fe,Argentina,5482126,5482,54
1385,PAGANINI,San Jerónimo,Santa Fe,Argentina,5482105,5482,54
1386,BARRIO VILLA EL PRADO,Indeterminado,Santa Fe,Argentina,5482998,5482,54
1387,KM 319 (APEADERO FCGM),Indeterminado,Santa Fe,Argentina,5482998,5482,54
1388,GRANADEROS (PARADA FCGM),Indeterminado,Santa Fe,Argentina,5482998,5482,54
1389,CAPITAN BERMUDEZ,Rosario,Santa Fe,Argentina,5482084,5482,54
1390,JUAN ORTIZ,Rosario,Santa Fe,Argentina,5482084,5482,54
1391,BARRIO NUEVA ROMA,Indeterminado,Santa Fe,Argentina,5482998,5482,54
1392,VILLA CASSINI,San Lorenzo,Santa Fe,Argentina,5482119,5482,54
1393,ARSENAL DE GUERRA SAN LORENZO,San Lorenzo,Santa Fe,Argentina,5482119,5482,54
1394,BARRIO TRIPOLI,Indeterminado,Santa Fe,Argentina,5482998,5482,54
1395,BORGHI,San Lorenzo,Santa Fe,Argentina,5482119,5482,54
1396,FABRICA MILITAR SAN LORENZO,San Lorenzo,Santa Fe,Argentina,5482119,5482,54
1397,FRAY LUIS BELTRAN,San Lorenzo,Santa Fe,Argentina,5482119,5482,54
1398,VILLA GARIBALDI,San Lorenzo,Santa Fe,Argentina,5482119,5482,54
1399,VILLA MARGARITA,San Lorenzo,Santa Fe,Argentina,5482119,5482,54
1400,COLONIA TOSCANA 1A.,Indeterminado,Santa Fe,Argentina,5482998,5482,54
1401,PUERTO SAN LORENZO,Indeterminado,Santa Fe,Argentina,5482998,5482,54
1402,CANDELARIA SUD,San Lorenzo,Santa Fe,Argentina,5482119,5482,54
1403,CASILDA,San Lorenzo,Santa Fe,Argentina,5482119,5482,54
1404,COLONIA TOSCANA 2A.,Indeterminado,Santa Fe,Argentina,5482998,5482,54
1405,BARRIO EL PINO,Indeterminado,Santa Fe,Argentina,5482998,5482,54
1406,COLONIA CANDELARIA,Caseros,Santa Fe,Argentina,5482014,5482,54
1407,COLONIA LA COSTA,Caseros,Santa Fe,Argentina,5482014,5482,54
1408,CAMPO PESOA,Caseros,Santa Fe,Argentina,5482014,5482,54
1409,CHABAS,Caseros,Santa Fe,Argentina,5482014,5482,54
1410,LA MERCED,Caseros,Santa Fe,Argentina,5482014,5482,54
1411,SANFORD,Caseros,Santa Fe,Argentina,5482014,5482,54
1412,VILLADA,Caseros,Santa Fe,Argentina,5482014,5482,54
1413,BARLETT,Caseros,Santa Fe,Argentina,5482014,5482,54
1414,VILLA MUGUETA,Caseros,Santa Fe,Argentina,5482014,5482,54
1415,BOMBAL,San Lorenzo,Santa Fe,Argentina,5482119,5482,54
1416,LOS MOLINOS,San Lorenzo,Santa Fe,Argentina,5482119,5482,54
1417,HUMBERTO I PALACIOS,Caseros,Santa Fe,Argentina,5482014,5482,54
1418,AREQUITO,Constitución,Santa Fe,Argentina,5482028,5482,54
1419,LA VIUDA,Caseros,Santa Fe,Argentina,5482014,5482,54
1420,LOS NOGALES,Caseros,Santa Fe,Argentina,5482014,5482,54
1421,CAMPO CRENNA,Caseros,Santa Fe,Argentina,5482014,5482,54
1422,SAN JOSE DE LA ESQUINA,Caseros,Santa Fe,Argentina,5482014,5482,54
1423,ARTEAGA,Caseros,Santa Fe,Argentina,5482014,5482,54
1424,BARRIO BELLA VISTA,Indeterminado,Santa Fe,Argentina,5482998,5482,54
1425,CULLEN (APEADERO FCGM),Indeterminado,Santa Fe,Argentina,5482998,5482,54
1426,COLONIA LAGO DI COMO,Caseros,Santa Fe,Argentina,5482014,5482,54
1427,LAS QUINTAS,Caseros,Santa Fe,Argentina,5482014,5482,54
1428,PINO DE SAN LORENZO,Caseros,Santa Fe,Argentina,5482014,5482,54
1429,LA MILKA,Marcos Juárez,Cordoba,Argentina,5414063,5414,54
1430,COLONIA ANITA,Marcos Juárez,Cordoba,Argentina,5414063,5414,54
1431,VILLA ANA (DPTO. GRAL. OBLIGADO),Indeterminado,Santa Fe,Argentina,5482998,5482,54
1432,EL TRANSITO (EMBARCADERO FCGM),Indeterminado,Santa Fe,Argentina,5482998,5482,54
1433,SAN LORENZO,San Lorenzo,Santa Fe,Argentina,5482119,5482,54
1434,RICARDONE,San Lorenzo,Santa Fe,Argentina,5482119,5482,54
1435,CANDIOTI,San Lorenzo,Santa Fe,Argentina,5482119,5482,54
1436,CERANA,San Lorenzo,Santa Fe,Argentina,5482119,5482,54
1437,PUEBLO KIRSTON,San Lorenzo,Santa Fe,Argentina,5482119,5482,54
1438,OROÑO,Indeterminado,Santa Fe,Argentina,5482998,5482,54
1439,PUERTO GENERAL SAN MARTIN,San Lorenzo,Santa Fe,Argentina,5482119,5482,54
1440,GRANADERO BASILIO BUSTOS,Indeterminado,Santa Fe,Argentina,5482998,5482,54
1441,CAMPO QUIÑONES,Indeterminado,Santa Fe,Argentina,5482998,5482,54
1442,JESUS MARIA,San Lorenzo,Santa Fe,Argentina,5482119,5482,54
1443,TIMBUES,San Lorenzo,Santa Fe,Argentina,5482119,5482,54
1444,CAMPO PALETTA,San Lorenzo,Santa Fe,Argentina,5482119,5482,54
1445,OLIVEROS,San Lorenzo,Santa Fe,Argentina,5482119,5482,54
1446,RINCON DE GRONDONA,Iriondo,Santa Fe,Argentina,5482056,5482,54
1447,MACIEL,Iriondo,Santa Fe,Argentina,5482056,5482,54
1448,PUERTO GABOTO,Iriondo,Santa Fe,Argentina,5482056,5482,54
1449,ANDINO,San Jerónimo,Santa Fe,Argentina,5482105,5482,54
1450,CAMPO GALLOSO,San Jerónimo,Santa Fe,Argentina,5482105,5482,54
1451,MONJE,San Jerónimo,Santa Fe,Argentina,5482105,5482,54
1452,CAMPO RAFFO,San Jerónimo,Santa Fe,Argentina,5482105,5482,54
1453,COLONIA TRES MARIAS,San Jerónimo,Santa Fe,Argentina,5482105,5482,54
1454,CORONDA,San Lorenzo,Santa Fe,Argentina,5482119,5482,54
1455,LARRECHEA,Iriondo,Santa Fe,Argentina,5482056,5482,54
1456,SERODINO,Iriondo,Santa Fe,Argentina,5482056,5482,54
1457,CARRIZALES (EST. CLARKE),Iriondo,Santa Fe,Argentina,5482056,5482,54
1458,CLARKE,Iriondo,Santa Fe,Argentina,5482056,5482,54
1459,DIAZ,Iriondo,Santa Fe,Argentina,5482056,5482,54
1460,CAMPO GARCIA,Iriondo,Santa Fe,Argentina,5482056,5482,54
1461,CAMPO MOURE,San Jerónimo,Santa Fe,Argentina,5482105,5482,54
1462,CARCEL MODELO CORONDA,San Jerónimo,Santa Fe,Argentina,5482105,5482,54
1463,COLONIA CORONDINA,San Jerónimo,Santa Fe,Argentina,5482105,5482,54
1464,DESVIO ARIJON,San Jerónimo,Santa Fe,Argentina,5482105,5482,54
1465,PUENTE COLASTINE,San Jerónimo,Santa Fe,Argentina,5482105,5482,54
1466,CAÑADA RICA,San Jerónimo,Santa Fe,Argentina,5482105,5482,54
1467,CORONEL RODOLFO S. DOMINGUEZ,San Jerónimo,Santa Fe,Argentina,5482105,5482,54
1468,BARRIO REMEDIOS DE ESCALADA DE SAN MARTIN,Indeterminado,Santa Fe,Argentina,5482998,5482,54
1469,PALMITAS (CLODOMIRA-DPTO. BANDA),San Jerónimo,Santa Fe,Argentina,5482105,5482,54
1470,EL RETIRO (SOL DE JULIO-DPTO. OJO DE AGUA),San Jerónimo,Santa Fe,Argentina,5482105,5482,54
1471,SAN FABIAN,San Jerónimo,Santa Fe,Argentina,5482105,5482,54
1472,BARRANCAS,San Jerónimo,Santa Fe,Argentina,5482105,5482,54
1473,PUERTO ARAGON,San Jerónimo,Santa Fe,Argentina,5482105,5482,54
1474,BERNARDO DE IRIGOYEN,San Jerónimo,Santa Fe,Argentina,5482105,5482,54
1475,CAMPO BRARDA,San Jerónimo,Santa Fe,Argentina,5482105,5482,54
1476,CAMPO CARIGNANO,San Jerónimo,Santa Fe,Argentina,5482105,5482,54
1477,CAMPO GENERO,San Jerónimo,Santa Fe,Argentina,5482105,5482,54
1478,CASALEGNO,San Jerónimo,Santa Fe,Argentina,5482105,5482,54
1479,IRIGOYEN,San Jerónimo,Santa Fe,Argentina,5482105,5482,54
1480,COLONIA PIAGGIO,San Jerónimo,Santa Fe,Argentina,5482105,5482,54
1481,BARRIO BOUCHARD,Indeterminado,Santa Fe,Argentina,5482998,5482,54
1482,GALVEZ,San Jerónimo,Santa Fe,Argentina,5482105,5482,54
1483,CAMPO ITURRASPE,Indeterminado,Santa Fe,Argentina,5482998,5482,54
1484,CAMPO GIMENEZ,San Jerónimo,Santa Fe,Argentina,5482105,5482,54
1485,GESSLER,San Jerónimo,Santa Fe,Argentina,5482105,5482,54
1486,LOMA ALTA,San Jerónimo,Santa Fe,Argentina,5482105,5482,54
1487,SAN EUGENIO,San Jerónimo,Santa Fe,Argentina,5482105,5482,54
1488,CAMPO RODRIGUEZ,San Jerónimo,Santa Fe,Argentina,5482105,5482,54
1489,SANTA CLARA,Indeterminado,Santa Fe,Argentina,5482998,5482,54
1490,LOPEZ,San Jerónimo,Santa Fe,Argentina,5482105,5482,54
1491,RIGBY,Las Colonias,Santa Fe,Argentina,5482070,5482,54
1492,SAN MARTIN DE TOURS,San Jerónimo,Santa Fe,Argentina,5482105,5482,54
1493,COLONIA BELGRANO,San Jerónimo,Santa Fe,Argentina,5482105,5482,54
1494,WILDERMUTH,San Jerónimo,Santa Fe,Argentina,5482105,5482,54
1495,SANTA CLARA DE BUENA VISTA,San Martín,Santa Fe,Argentina,5482126,5482,54
1496,BARRIO PUZZI,Indeterminado,Santa Fe,Argentina,5482998,5482,54
1497,COLONIA BELLA ITALIA,San Martín,Santa Fe,Argentina,5482126,5482,54
1498,BARRIO VILLA ROSA,Indeterminado,Santa Fe,Argentina,5482998,5482,54
1499,ZANETTI (DESVIO),Indeterminado,Santa Fe,Argentina,5482998,5482,54
1500,RAFAELA,Las Colonias,Santa Fe,Argentina,5482070,5482,54
1501,ANGELICA VIEJA,Indeterminado,Santa Fe,Argentina,5482998,5482,54
1502,KM 85,Indeterminado,Santa Fe,Argentina,5482998,5482,54
1503,CAPILLA SAN JOSE,Castellanos,Santa Fe,Argentina,5482021,5482,54
1504,COLONIA CASTELLANOS,Castellanos,Santa Fe,Argentina,5482021,5482,54
1505,COLONIA FIDELA,Castellanos,Santa Fe,Argentina,5482021,5482,54
1506,COLONIA SAN ANTONIO,Castellanos,Santa Fe,Argentina,5482021,5482,54
1507,CORONEL FRAGA,Castellanos,Santa Fe,Argentina,5482021,5482,54
1508,EGUSQUIZA,Castellanos,Santa Fe,Argentina,5482021,5482,54
1509,PRESIDENTE ROCA,Castellanos,Santa Fe,Argentina,5482021,5482,54
1510,PUEBLO MARINI,Castellanos,Santa Fe,Argentina,5482021,5482,54
1511,PUEBLO RAMONA,Castellanos,Santa Fe,Argentina,5482021,5482,54
1512,PUEBLO SAN ANTONIO,Castellanos,Santa Fe,Argentina,5482021,5482,54
1513,SAGUIER,Castellanos,Santa Fe,Argentina,5482021,5482,54
1514,SUSANA,Castellanos,Santa Fe,Argentina,5482021,5482,54
1515,VILLA SAN JOSE,Castellanos,Santa Fe,Argentina,5482021,5482,54
1516,ANGELICA,Castellanos,Santa Fe,Argentina,5482021,5482,54
1517,SAN GUILLERMO,Castellanos,Santa Fe,Argentina,5482021,5482,54
1518,LEHMANN,Castellanos,Santa Fe,Argentina,5482021,5482,54
1519,NUEVA LEHMANN,Indeterminado,Santa Fe,Argentina,5482998,5482,54
1520,ATALIVA,Castellanos,Santa Fe,Argentina,5482021,5482,54
1521,CAMPO DARDATTI,Indeterminado,Santa Fe,Argentina,5482998,5482,54
1522,NUEVA ROMA,Indeterminado,Santa Fe,Argentina,5482998,5482,54
1523,GALISTEO,Castellanos,Santa Fe,Argentina,5482021,5482,54
1524,ADOLFO ALSINA,Indeterminado,Santa Fe,Argentina,5482998,5482,54
1525,REINA MARGARITA,Castellanos,Santa Fe,Argentina,5482021,5482,54
1526,CUATRO CASAS,Indeterminado,Santa Fe,Argentina,5482998,5482,54
1527,SAN MIGUEL,Castellanos,Santa Fe,Argentina,5482021,5482,54
1528,BARRIO GENERAL JOSE DE SAN MARTIN,Castellanos,Santa Fe,Argentina,5482021,5482,54
1529,GARIBALDI,Castellanos,Santa Fe,Argentina,5482021,5482,54
1530,SEIS CASAS,Indeterminado,Santa Fe,Argentina,5482998,5482,54
1531,CAPIVARA,Castellanos,Santa Fe,Argentina,5482021,5482,54
1532,COLONIA MAUA,Castellanos,Santa Fe,Argentina,5482021,5482,54
1533,WAVELBERG,Indeterminado,Santa Fe,Argentina,5482998,5482,54
1534,CONSTANZA,San Cristóbal,Santa Fe,Argentina,5482091,5482,54
1535,ITUZAINGO,Castellanos,Santa Fe,Argentina,5482021,5482,54
1536,VIRGINIA,San Cristóbal,Santa Fe,Argentina,5482091,5482,54
1537,COLONIA BERLIN,Las Colonias,Santa Fe,Argentina,5482070,5482,54
1538,COLONIA ORTIZ,Castellanos,Santa Fe,Argentina,5482021,5482,54
1539,DOCE CASAS,San Cristóbal,Santa Fe,Argentina,5482091,5482,54
1540,MOISES VILLE,San Cristóbal,Santa Fe,Argentina,5482091,5482,54
1541,CABAÑA EL CISNE,Indeterminado,Santa Fe,Argentina,5482998,5482,54
1542,MUTCHNIK,San Cristóbal,Santa Fe,Argentina,5482091,5482,54
1543,VEINTICUATRO CASAS,San Cristóbal,Santa Fe,Argentina,5482091,5482,54
1544,ESTACION SAGUIER,San Cristóbal,Santa Fe,Argentina,5482091,5482,54
1545,CAMPO BOTTO,Indeterminado,Santa Fe,Argentina,5482998,5482,54
1546,CASABLANCA,San Cristóbal,Santa Fe,Argentina,5482091,5482,54
1547,BARRIO SAN LUIS,Indeterminado,Santa Fe,Argentina,5482998,5482,54
1548,COLONIA ALDAO,Castellanos,Santa Fe,Argentina,5482021,5482,54
1549,COLONIA BICHA,Castellanos,Santa Fe,Argentina,5482021,5482,54
1550,COLONIA BIGAND,Castellanos,Santa Fe,Argentina,5482021,5482,54
1551,EUSEBIA,Castellanos,Santa Fe,Argentina,5482021,5482,54
1552,HUGENTOBLER,Castellanos,Santa Fe,Argentina,5482021,5482,54
1553,RINCON DE TACURALES,Castellanos,Santa Fe,Argentina,5482021,5482,54
1554,AURELIA,Castellanos,Santa Fe,Argentina,5482021,5482,54
1555,AURELIA NORTE,Castellanos,Santa Fe,Argentina,5482021,5482,54
1556,AURELIA SUD,Castellanos,Santa Fe,Argentina,5482021,5482,54
1557,RAQUEL,Castellanos,Santa Fe,Argentina,5482021,5482,54
1558,SUNCHALES,Castellanos,Santa Fe,Argentina,5482021,5482,54
1559,CAMPO TORNQUISTON,Indeterminado,Santa Fe,Argentina,5482998,5482,54
1560,COLONIA TACURALES,Castellanos,Santa Fe,Argentina,5482021,5482,54
1561,TACURAL,Castellanos,Santa Fe,Argentina,5482021,5482,54
1562,BEALISTOCK,Castellanos,Santa Fe,Argentina,5482021,5482,54
1563,COLONIA BOSSI,Castellanos,Santa Fe,Argentina,5482021,5482,54
1564,LAS PALMERAS,San Cristóbal,Santa Fe,Argentina,5482091,5482,54
1565,ZADOCKHAN,San Cristóbal,Santa Fe,Argentina,5482091,5482,54
1566,CERES,San Cristóbal,Santa Fe,Argentina,5482091,5482,54
1567,SAN VICENTE,San Cristóbal,Santa Fe,Argentina,5482091,5482,54
1568,COLONIA MONTEFIORE,San Cristóbal,Santa Fe,Argentina,5482091,5482,54
1569,LA ELSA,San Cristóbal,Santa Fe,Argentina,5482091,5482,54
